Time,X,Y,Theta,Velocity,Control_V,Control_Omega
0,5,5,0,0,5,1.5707963267949
0.1,5,5,0,0.2,0,1.5707963267949
0.2,5.02,5,0.008,0,5,1.5707963267949
0.3,5.02,5,0.008,0.2,0,1.5707963267949
0.4,5.03999936000341,5.00015999829334,0.016,0,5,1.5707963267949
0.5,5.03999936000341,5.00015999829334,0.016,0.2,0.340313563117313,1.5707963267949
0.6,5.05999680005803,5.00047998464018,0.024,0.340313563117313,0.942992876815103,1.5707963267949
0.7,5.09401835580958,5.00129665878567,0.0376125425246925,0.540313563117313,0,1.5707963267949
0.8,5.1480114974563,5.00332843633312,0.059225085049385,0.340313563117313,5,1.5707963267949
0.9,5.18198318683704,5.00534276824093,0.0699163509474482,0.540313563117313,1.87494636149842,1.5707963267949
1,5.23588253630099,5.00911736653058,0.0915288934721407,0.740313563117313,0,1.5707963267949
1.1,5.30960400877907,5.01588391757361,0.121141435996833,0.540313563117313,5,1.5707963267949
1.2,5.36323938793783,5.02241335609321,0.138115887202076,0.740313563117313,1.9126324927309,1.5707963267949
1.3,5.43656575500361,5.03260578516036,0.167728429726768,0.940313563117313,1.25562871925719,1.5707963267949
1.4,5.52927752541256,5.04830367028739,0.205340972251461,1.14031356311731,0,1.5707963267949
1.5,5.64091325589713,5.07155477566909,0.250953514776153,0.940313563117313,4.913950885479,1.5707963267949
1.6,5.73199918133374,5.0949053678924,0.281011631460731,1.14031356311731,0,1.5707963267949
1.7,5.8415577006291,5.12652942633058,0.326624173985423,0.940313563117313,5,1.5707963267949
1.8,5.93061770034717,5.15669915321103,0.356164995805025,1.14031356311731,2.01632236024746,1.5707963267949
1.9,6.03749255265351,5.19645988970812,0.401777538329718,1.34031356311731,0,1.5707963267949
2,6.16085063463084,5.24887351470808,0.45539008085441,1.14031356311731,5,1.5707963267949
2.1,6.26326100228303,5.29902595053763,0.491214087981192,1.34031356311731,0.241468917390382,1.5707963267949
2.2,6.38144460189956,5.36224810849227,0.544826630505884,1.14031356311731,5,1.5707963267949
2.3,6.47896617411774,5.42134712011165,0.580650637632666,1.34031356311731,0.616030285690032,1.5707963267949
2.4,6.59103058297301,5.49487244053041,0.634263180157358,1.14031356311731,5,1.5707963267949
2.5,6.68288381463586,5.5624456160913,0.67008718728414,1.34031356311731,0,0.309052667412404
2.6,6.78793323848445,5.64568636947473,0.723699729808832,1.14031356311731,5,1.34473686399886
2.7,6.87338389472485,5.72119355834029,0.754368163505667,1.34031356311731,4.55262515884611,1.5707963267949
2.8,6.9710531322222,5.81298203540276,0.800613122144688,1.54031356311731,0,1.13211802294909
2.9,7.07830004431316,5.92354314327613,0.86222566466938,1.34031356311731,0,-1.5707963267949
3,7.16552083553162,6.02531218598553,0.808613122144688,1.14031356311731,5,1.5707963267949
3.1,7.24425974561635,6.10779451294689,0.84443712927147,1.34031356311731,0,-0.150848506096465
3.2,7.33327696422054,6.20799600628275,0.790824586746777,1.14031356311731,5,1.09554637611431
3.3,7.41347057929252,6.28906470754274,0.81580991458092,1.34031356311731,0,1.5707963267949
3.4,7.50531942268885,6.38667717827019,0.869422457105613,1.14031356311731,5,-0.970758271154031
3.5,7.5789001933652,6.47379216210746,0.847283080643508,1.34031356311731,0,1.5707963267949
3.6,7.66763188328236,6.57424658798908,0.9008956231682,1.14031356311731,5,0.100426110827878
3.7,7.7384348821512,6.66363386657766,0.903185968293563,1.34031356311731,0,-0.635808690302107
3.8,7.82141519103646,6.76888914108716,0.849573425768871,1.14031356311731,5,1.45523451332674
3.9,7.89671050186739,6.85452655340891,0.882761898830129,1.34031356311731,0,1.5707963267949
4,7.98182309562581,6.95806519768474,0.936374441354821,1.14031356311731,5,-0.446093653520356
4.1,8.04941084792875,7.04990770397094,0.926200708484225,1.34031356311731,0.552019532615839,1.07308902224469
4.2,8.12994697239955,7.15704470565563,0.979813251008918,1.14031356311731,5,-1.5707963267949
4.3,8.19348269343725,7.25173558364561,0.943989243882136,1.34031356311731,0.177781539242755,1.32923742296509
4.4,8.27210036630232,7.36028817913757,0.997601786406829,1.14031356311731,4.42485617593968,-0.633516290561379
4.5,8.33394171203498,7.45609422372907,0.981275668904727,1.34031356311731,0,-1.56056703176851
4.6,8.40845814062971,7.56750206162321,0.927663126380035,1.14031356311731,3.41222048484958,1.5707963267949
4.7,8.47684338731393,7.6587523123529,0.973275668904727,1.34031356311731,0.959174342496046,-0.771934826926235
4.8,8.55224868459205,7.7695604601452,0.919663126380035,1.14031356311731,4.71197514669556,1.5707963267949
4.9,8.62136173717922,7.8602607147445,0.957676916787975,1.34031356311731,0,-1.5707963267949
5,8.69848625952994,7.96987920099082,0.904064374263282,1.14031356311731,4.77766625717877,1.5707963267949
5.1,8.7690056573703,8.05949038751642,0.941555489379322,1.34031356311731,0,0.395841725691468
5.2,8.84788728751018,8.16785132559485,0.995168031904014,1.14031356311731,0.690026325148656,-1.07499749105351
5.3,8.90996161825705,8.26350657994411,0.949555489379322,0.940313563117313,3.86861962710391,-0.269382151427504
5.4,8.96469206178775,8.3399688223959,0.943007838923476,1.14031356311731,0,1.17677834531626
5.5,9.03166910370921,8.43225764120807,0.988620381448169,0.940313563117313,5,0.199043381946832
5.6,9.08337156183865,8.5107990429857,0.992363645282036,1.14031356311731,1.43184302074252,-0.965088308067323
5.7,9.14571390245527,8.60627984099627,0.946751102757343,1.34031356311731,0,1.5707963267949
5.8,9.22403146890992,8.71504915311777,1.00036364528204,1.14031356311731,5,-1.52289662138643
